Date,Location,Temperature,Humidity,Rainfall,Wind_Speed,Pressure
2021-06-23,New York,29.39,39.6,0.0,3.93,1010.03
2018-11-04,New York,6.71,72.66,0.0,4.1,1013.84
2021-01-14,Mumbai,25.36,76.93,0.0,17.46,992.67
2019-11-03,Toronto,5.9,61.91,0.0,7.71,1004.81
2019-07-01,New York,28.06,41.89,0.0,3.58,1011.95
2022-09-08,Sydney,17.43,78.12,5.84,4.9,1007.13
2020-02-26,Paris,0.46,86.95,0.0,6.8,1013.82
2018-07-11,Mumbai,33.16,76.03,0.0,11.45,1010.35
2019-08-27,New York,28.76,42.65,0.0,11.9,1022.96
2021-03-17,Toronto,7.14,70.17,14.27,17.46,1013.01
2021-02-06,New York,-6.55,89.91,0.0,2.78,1012.48
2019-08-02,Singapore,31.27,88.79,0.0,5.43,1027.03
2022-06-27,Toronto,26.06,46.51,0.0,6.1,1007.45
2021-02-11,Sydney,12.72,73.41,51.08,3.19,1018.26
2022-02-22,Sydney,12.05,68.72,0.0,4.03,1009.27
2019-11-17,Chicago,0.33,91.62,37.68,6.94,1014.71
2019-01-01,Cairo,13.06,51.85,0.0,19.43,1010.78
2021-02-02,Cairo,16.87,54.81,0.0,22.21,1012.98
2021-07-14,Singapore,29.03,86.05,0.0,1.31,1017.71
2022-12-08,Singapore,26.91,87.37,0.0,6.48,1014.69
2021-06-04,Toronto,20.49,57.44,0.0,3.26,1013.95
2019-03-22,London,9.23,79.71,1.51,12.84,1008.08
2022-10-08,Toronto,11.64,67.81,0.0,16.85,1002.2
2018-01-30,Sydney,12.8,75.77,26.47,12.88,1017.9
2019-11-01,Mumbai,29.25,81.04,16.84,14.05,1014.65
2021-05-06,Paris,13.94,65.96,0.0,19.73,1013.75
2018-07-13,London,19.67,57.94,0.0,22.36,1018.66
2022-06-18,Paris,20.13,62.36,41.99,10.78,1014.09
2022-04-28,New York,18.71,61.39,0.0,2.67,1015.36
2020-03-13,Mumbai,22.63,85.32,18.33,7.8,1002.25
2018-09-12,Mumbai,28.81,81.58,0.0,10.45,1009.68
2021-09-29,Sydney,25.06,62.03,0.0,2.24,1017.19
2019-03-11,Sydney,17.56,65.84,0.0,5.03,1006.64
2022-05-05,New York,18.52,64.08,0.0,6.43,1013.86
2019-07-01,Cairo,30.35,39.64,0.0,8.6,1013.66
2019-02-19,Paris,4.22,87.32,16.9,5.64,997.63
2019-09-28,Chicago,18.36,61.13,0.0,0.99,1008.47
2019-11-18,Mumbai,23.36,89.1,8.22,7.22,1013.79
2018-08-26,Paris,19.96,65.28,0.0,4.56,1030.49
2020-06-14,London,21.8,55.58,0.0,1.91,1014.68
2020-10-01,London,17.33,60.74,0.0,4.01,1013.82
2018-09-10,Singapore,30.47,69.01,0.0,18.07,1005.79
2022-01-18,London,-1.85,86.08,0.84,11.68,1013.57
2021-09-19,Tokyo,20.16,71.48,0.0,5.68,1014.52
2019-10-28,Toronto,4.61,74.96,0.0,27.36,1015.05
2019-12-31,Tokyo,11.17,78.26,0.0,1.95,1019.77
2022-12-30,London,7.65,85.19,0.0,3.54,1007.15
2022-08-22,Chicago,19.4,52.69,0.0,21.12,1003.36
2018-08-28,Sydney,22.66,58.19,0.0,3.15,1010.56
2020-03-23,London,3.2,84.36,0.0,6.59,1014.0
2019-04-09,Sydney,15.89,69.74,0.0,5.1,1019.47
2022-03-07,London,9.92,76.61,0.0,3.63,1031.43
2021-03-07,New York,2.96,79.94,0.0,7.53,1028.82
2020-11-29,Paris,5.24,80.19,2.45,13.47,1012.21
2019-12-15,New York,0.42,81.31,0.0,6.81,1004.04
2021-06-08,Paris,23.94,64.08,0.0,7.47,1024.22
2019-07-24,London,21.34,62.41,0.0,11.55,1026.81
2019-01-13,Sydney,14.52,70.46,0.0,5.19,1008.06
2021-03-16,Toronto,-2.83,83.03,0.0,4.54,1001.2
2020-07-29,Toronto,23.29,56.69,0.0,10.04,1022.55
2022-03-06,Sydney,15.95,73.27,0.0,9.69,1016.57
2022-07-23,Sydney,26.96,61.71,0.0,6.29,1015.86
2018-06-20,London,25.06,53.7,0.0,12.51,1012.33
2020-09-29,Tokyo,14.35,75.65,0.0,8.05,1006.8
2018-08-06,Mumbai,33.5,66.84,0.0,5.5,1004.84
2018-01-23,Singapore,23.95,91.34,0.0,2.78,998.75
2022-04-22,Mumbai,28.67,76.83,0.0,2.72,995.81
2020-04-29,New York,17.93,59.69,2.36,2.19,1001.6
2021-10-30,Singapore,26.52,77.5,3.16,4.52,1018.57
2021-09-15,Singapore,29.19,83.06,0.0,6.98,1001.43
2022-07-16,Paris,23.54,65.61,0.0,12.17,1014.1
2018-06-23,Chicago,28.63,47.39,0.0,9.71,998.57
2020-06-29,Cairo,28.64,39.55,0.0,4.61,1012.91
2021-12-14,New York,-9.29,91.38,0.0,15.72,1003.5
2021-06-18,Chicago,22.98,56.67,0.0,9.05,1017.73
2020-06-05,Mumbai,33.01,82.67,0.0,7.1,1013.02
2022-03-01,New York,3.47,71.1,0.0,4.72,1005.64
2021-12-12,Singapore,28.06,88.2,0.0,9.4,1011.89
2020-12-28,London,6.81,88.8,0.0,5.55,1023.01
2022-09-22,Tokyo,24.72,63.25,21.83,7.13,1015.89
2018-08-12,New York,26.54,47.42,0.0,3.07,1024.15
2018-04-05,Cairo,17.8,53.8,0.0,5.97,1019.97
2021-12-05,Paris,6.66,84.22,0.0,15.27,1016.86
2018-01-17,Toronto,-10.48,91.77,4.6,21.62,1014.85
2018-08-20,Toronto,24.66,51.37,0.0,7.35,1005.56
2022-10-24,Chicago,8.22,71.28,0.0,6.17,1015.09
2021-09-01,Tokyo,25.23,56.5,0.0,1.34,1015.18
2019-12-18,Singapore,25.45,90.84,12.81,6.61,998.67
2022-02-27,Mumbai,22.46,82.42,0.0,9.96,1001.48
2019-03-12,Chicago,-4.35,87.84,8.53,16.58,1024.62
2021-07-01,Chicago,24.66,53.0,0.0,11.14,1015.41
2022-12-03,Cairo,15.52,49.25,0.0,8.79,1010.55
2019-01-20,Singapore,25.37,86.53,1.17,6.41,1005.13
2021-05-24,London,17.4,66.89,0.0,0.62,1028.5
2019-03-12,Chicago,-2.26,84.52,2.32,6.73,1010.6
2021-08-04,Mumbai,30.51,76.18,11.64,5.04,1012.75
2018-07-25,Mumbai,31.14,72.59,0.0,27.49,1011.54
2020-10-01,Singapore,25.93,83.27,0.0,5.92,1002.58
2020-12-31,Paris,5.04,76.29,0.0,24.13,1011.08
2019-10-12,New York,17.96,51.39,0.0,1.63,1025.02
2021-12-23,London,8.8,79.51,2.99,10.11,1016.09
2018-05-02,Sydney,18.07,67.8,0.0,4.61,1012.37
2022-08-02,Mumbai,38.51,61.28,0.0,5.43,1009.88
2019-05-22,Toronto,20.1,47.39,0.0,6.48,1012.71
2022-10-27,Toronto,9.94,75.1,0.0,22.04,1017.79
2018-01-04,Sydney,12.77,77.52,0.0,12.23,1014.6
2018-12-11,London,6.36,84.16,17.25,18.16,1026.59
2019-04-13,Paris,16.84,69.68,0.0,21.33,1009.18
2019-03-16,New York,2.84,79.7,0.0,9.06,1005.63
2022-10-22,Singapore,27.95,83.87,0.0,4.68,1000.5
2019-06-24,Sydney,29.13,51.55,0.0,6.07,1013.94
2018-02-18,New York,-2.83,82.73,0.0,6.97,1024.98
2019-01-15,Paris,0.02,89.39,4.33,20.8,1002.67
2020-01-01,Singapore,27.29,92.97,0.0,2.36,1018.9
2018-12-19,London,1.97,82.96,0.0,3.39,1011.91
2019-03-14,Tokyo,10.22,73.11,0.0,3.5,1016.29
2020-10-10,Toronto,15.08,61.29,0.0,8.3,1003.2
2022-05-04,Singapore,26.89,79.38,26.11,9.82,1012.41
2022-05-11,Paris,18.04,60.19,0.0,4.94,1012.07
2020-08-15,Chicago,21.92,67.53,0.0,1.71,1031.11
2020-06-05,Singapore,27.29,86.78,0.0,6.56,1011.71
2020-08-20,Singapore,35.77,68.66,2.85,9.23,1000.69
2021-05-16,London,15.95,70.5,0.0,17.29,1017.87
2019-01-08,Mumbai,22.74,87.05,0.0,7.45,1011.22
2020-04-09,Chicago,6.83,64.37,0.0,9.14,1014.88
2018-11-22,Tokyo,9.45,78.15,1.01,5.74,1011.11
2022-09-26,Toronto,17.66,55.92,0.0,3.04,1012.52
2019-05-09,London,12.97,73.86,0.0,8.29,1015.07
2018-10-27,Singapore,29.9,78.12,0.0,16.34,1005.32
2020-05-28,Chicago,21.82,59.16,0.0,12.14,1018.86
2018-03-21,Sydney,15.17,75.01,0.0,7.4,1014.1
2022-05-24,Chicago,22.97,55.46,0.0,5.31,1025.26
2020-04-07,Sydney,13.33,85.21,4.05,13.19,1008.31
2022-07-01,Sydney,27.8,64.01,0.0,2.13,1014.41
2019-06-14,London,18.36,62.99,5.17,2.81,1023.29
2022-05-13,Paris,14.18,72.33,0.0,14.36,1033.29
2022-10-28,Chicago,6.33,70.25,0.5,9.12,1005.4
2022-09-01,Mumbai,32.78,70.46,16.05,6.58,1008.42
2022-03-06,Chicago,0.35,86.73,0.0,5.74,1019.69
2018-08-31,New York,24.04,52.39,0.0,5.37,1004.36
2022-02-01,Mumbai,22.22,84.79,0.0,8.89,1002.14
2019-11-29,Sydney,14.87,72.26,12.11,4.36,1023.0
2021-11-16,Cairo,19.73,48.02,0.0,9.85,1010.99
2020-01-30,Mumbai,23.81,80.96,0.0,7.64,1006.83
2022-11-03,Cairo,20.01,39.0,0.0,8.08,1032.69
2019-10-08,Paris,17.0,54.83,0.0,15.68,1008.83
2018-01-18,Paris,4.78,80.77,0.0,9.4,1014.73
2020-09-27,Mumbai,34.9,70.14,0.0,11.05,999.29
2021-06-19,New York,26.5,57.06,0.0,3.14,1010.93
2020-12-01,Cairo,14.95,60.4,0.0,9.78,1004.56
2021-08-25,Cairo,34.21,23.44,0.0,2.42,1019.76
2019-05-17,Mumbai,31.31,73.92,0.0,3.4,1002.4
2021-09-13,New York,22.15,57.19,36.06,6.41,1005.07
2020-04-12,London,9.91,74.25,0.0,6.04,1020.41
2022-07-15,Sydney,25.52,60.75,0.0,11.22,1033.16
2020-03-08,Sydney,9.3,81.98,5.3,14.5,1026.03
2019-10-06,New York,9.64,70.44,0.0,3.63,1007.11
2018-03-19,New York,3.18,79.0,2.65,17.44,1019.07
2021-03-07,Chicago,5.13,76.73,0.0,6.31,1013.71
2022-10-25,Chicago,5.51,75.28,6.6,8.77,1009.37
2020-06-02,Mumbai,33.36,75.49,0.0,2.85,1014.92
2018-03-25,Cairo,17.12,42.33,3.02,8.91,1010.52
2021-01-22,Cairo,15.0,56.75,0.0,21.06,1025.83
2020-06-14,Cairo,32.64,33.88,0.0,0.69,1013.07
2018-09-02,New York,21.5,57.15,0.0,10.65,1007.6
2022-05-02,Chicago,16.83,58.03,0.0,2.39,1009.39
2021-06-04,Singapore,32.19,82.08,35.64,11.48,1006.27
2021-10-19,Mumbai,25.71,94.33,4.23,5.85,1005.7
2018-02-07,Mumbai,24.47,91.15,0.0,5.06,1010.03
2018-08-02,Chicago,21.94,47.46,0.0,13.01,1004.25
2021-02-12,Tokyo,5.17,85.1,0.0,7.47,1002.72
2020-04-26,Paris,17.8,64.6,0.0,9.95,1013.44
2018-07-08,Sydney,24.46,53.09,0.0,6.35,1036.9
2018-09-13,Toronto,18.82,64.0,0.0,2.41,1019.15
2022-02-09,New York,1.34,77.6,0.0,3.6,1015.68
2022-03-07,Toronto,-0.82,68.57,0.0,4.68,1001.42
2018-07-13,Toronto,14.8,64.63,0.0,6.96,1031.54
2022-03-24,Chicago,-0.45,76.79,0.71,4.61,1017.86
2021-08-11,Sydney,21.73,45.8,20.26,8.35,1014.89
2020-12-01,Mumbai,25.54,82.63,0.0,11.16,1020.66
2018-08-24,Sydney,24.12,63.58,0.0,8.46,1036.2
2022-04-21,Chicago,9.94,70.41,0.0,1.23,1007.2
2018-05-08,Cairo,25.4,37.75,0.0,8.75,1017.12
2022-09-23,Singapore,25.57,85.63,9.56,3.01,1012.13
2022-08-02,Mumbai,36.63,64.72,0.0,10.49,1008.17
2021-05-16,Toronto,15.03,58.12,0.0,8.07,1014.84
2018-08-13,Mumbai,29.4,73.61,0.0,4.89,1020.18
2022-04-18,Mumbai,29.88,78.29,19.48,4.56,1011.54
2018-07-05,Chicago,29.78,46.67,0.0,9.67,1021.99
2018-05-15,Paris,14.93,72.3,0.0,6.37,1017.87
2021-12-22,Toronto,-6.25,91.91,27.76,9.2,1023.41
2019-08-08,Singapore,31.45,84.02,0.0,13.39,995.36
2022-07-31,Singapore,27.85,77.74,0.91,3.37,1004.74
2020-11-27,Cairo,11.72,64.82,0.0,2.39,998.88
2019-01-16,Chicago,-9.67,89.2,0.0,4.93,1001.34
2022-11-01,Singapore,28.68,82.41,12.56,10.67,990.88
2019-09-14,New York,20.82,59.63,0.0,7.44,1009.81
2022-03-02,Paris,5.59,73.49,0.0,11.29,1008.95
2019-02-07,Singapore,29.26,92.74,0.0,7.98,1013.97
2020-01-22,Cairo,15.11,54.89,0.0,2.78,1022.46
2019-05-11,Sydney,21.51,70.86,0.0,2.56,1015.89
2022-08-02,Singapore,33.71,82.24,0.0,7.91,1012.87
2022-11-26,Cairo,13.33,46.36,0.0,12.88,1016.63
2021-08-18,New York,29.31,45.77,0.0,5.41,1008.9
2022-02-01,Cairo,12.79,63.59,0.0,2.26,1026.83
2018-11-03,Paris,11.31,73.24,0.0,9.07,1008.3
2019-11-19,Chicago,-2.47,81.45,4.35,6.27,1000.48
2019-10-05,Paris,12.72,76.35,25.15,9.87,1023.79
2021-04-15,Singapore,29.16,86.1,5.1,20.27,998.53
2018-08-01,Toronto,26.12,52.44,19.66,8.58,1013.48
2018-05-27,Chicago,20.94,48.72,0.0,26.43,1023.89
2018-06-27,Tokyo,25.88,59.06,6.31,4.15,1011.56
2022-01-09,London,3.5,77.49,0.0,2.9,1005.39
2018-05-12,London,16.01,65.93,0.0,10.24,1009.48
2021-02-28,Sydney,15.17,73.82,0.0,2.51,1013.41
2020-06-09,Chicago,23.56,53.92,0.0,3.65,997.42
2020-10-27,Mumbai,28.14,81.88,0.0,7.47,1011.66
2020-01-27,New York,-4.2,90.07,0.06,7.23,1007.62
2019-12-30,New York,-2.06,86.24,0.0,3.43,1015.27
2018-05-29,Tokyo,27.17,44.3,0.0,2.76,1026.42
2021-11-04,Sydney,20.08,72.3,0.0,4.16,1011.75
2018-04-27,Chicago,11.22,63.98,0.0,16.27,1016.58
2022-08-10,New York,25.15,47.32,0.0,14.94,1026.25
2021-03-13,Paris,6.58,78.72,0.0,7.85,1014.59
2021-07-23,Cairo,31.66,36.06,0.0,12.92,1011.13
2020-06-27,Paris,22.55,56.09,0.0,2.13,1016.84
2021-11-30,New York,6.25,76.37,0.0,6.09,1004.03
2019-07-28,London,16.23,73.42,0.0,11.33,1019.24
2019-04-23,Sydney,17.87,69.81,0.0,12.16,1008.92
2020-12-10,Chicago,-3.1,82.17,8.86,7.88,1012.76
2019-05-03,Tokyo,15.78,68.19,0.0,1.31,1008.99
2022-01-14,Singapore,24.21,89.03,5.42,1.4,996.64
2020-10-10,Tokyo,17.05,74.78,0.0,2.29,1019.37
2018-05-20,Singapore,27.38,83.33,0.0,10.4,993.0
2020-10-23,Sydney,20.25,55.83,0.0,3.57,1026.93
2021-12-02,New York,6.54,72.31,0.0,5.34,1010.09
2021-04-01,Chicago,8.19,66.23,0.0,1.33,1036.43
2019-10-19,Tokyo,19.17,69.03,0.0,2.29,1019.02
2022-03-10,Singapore,32.06,71.35,0.0,9.4,995.6
2021-07-24,London,18.11,69.7,0.0,6.9,999.16
2022-07-26,Paris,20.06,59.28,0.0,9.45,1024.11
2021-05-23,Chicago,12.69,70.84,16.5,17.58,1012.46
2021-03-22,Cairo,12.82,54.1,0.0,8.72,1023.39
2019-08-22,Mumbai,31.23,73.39,0.0,1.83,1012.65
2021-09-14,Mumbai,29.23,79.83,0.0,8.0,1018.9
2021-02-23,Mumbai,20.38,81.59,19.3,21.41,1008.35
2022-08-21,New York,25.34,51.67,0.0,8.49,1015.24
2021-03-16,Singapore,27.53,86.65,16.81,4.68,1002.11
2020-01-18,Cairo,9.61,58.35,3.61,2.93,1020.15
2022-10-22,Singapore,24.97,75.96,9.41,19.13,1002.84
2018-06-30,Tokyo,29.63,52.22,0.0,6.39,1005.22
2019-02-11,Singapore,29.15,83.63,2.03,9.53,1002.15
2019-10-22,Chicago,8.93,64.57,0.0,16.44,1012.42
2018-06-09,Cairo,27.81,31.97,0.0,6.3,1007.43
2022-02-28,Toronto,-2.81,83.42,0.0,7.94,1024.46
2018-01-04,Mumbai,25.29,80.67,0.0,6.04,1009.16
2019-07-31,Chicago,24.24,49.41,0.0,14.2,1000.73
2019-03-31,Toronto,0.9,76.66,0.0,14.77,1005.16
2021-12-04,New York,1.63,79.6,0.0,3.57,1004.12
2022-08-16,Singapore,26.73,80.87,1.35,6.96,1004.24
2018-08-31,Singapore,29.5,82.63,0.0,3.64,1011.98
2022-10-08,Chicago,17.71,63.33,0.0,2.81,1010.99
2022-02-13,Toronto,-0.38,67.13,0.0,2.04,1022.65
2018-09-23,Cairo,28.92,38.13,0.0,4.53,1017.5
2018-04-08,Toronto,8.59,75.22,11.0,2.18,1022.52
2018-08-28,Toronto,12.2,69.16,0.0,3.46,1024.79
2018-07-05,Paris,24.81,64.77,0.0,13.87,1014.33
2022-11-14,Singapore,23.61,92.2,0.0,11.09,997.26
2019-12-10,London,7.74,79.33,0.0,3.25,1015.89
2022-05-05,Singapore,22.11,92.54,0.0,1.43,1014.45
2021-12-24,London,4.65,85.42,0.33,4.98,1006.16
2018-06-23,Paris,22.85,53.76,0.0,6.22,1007.68
2019-05-18,Toronto,16.08,58.78,0.0,2.25,1016.95
2020-02-21,Sydney,10.11,81.72,2.87,4.09,1018.4
2019-06-25,Singapore,29.52,79.45,0.0,7.46,998.79
2020-11-14,Singapore,28.84,86.08,0.0,12.21,1028.34
2021-12-24,New York,2.73,69.02,0.0,1.07,1010.37
2021-08-22,London,15.31,66.02,0.0,5.84,1012.71
2019-07-16,Cairo,31.27,32.57,0.0,4.22,1015.85
2018-12-14,Paris,7.19,79.85,0.0,1.35,1014.1
2020-08-03,New York,32.26,39.36,13.61,5.07,1006.72
2018-02-21,Paris,1.29,87.2,8.32,25.21,1001.06
2022-03-25,New York,3.04,74.87,0.0,7.49,1004.53
2021-07-27,Tokyo,32.74,48.57,0.0,7.81,1010.9
2018-10-22,Singapore,29.83,86.22,0.0,5.28,1010.51
2019-10-09,Sydney,26.53,64.53,0.0,12.08,1020.03
2020-06-14,Tokyo,28.67,55.96,0.0,16.81,1019.72
2018-10-25,Singapore,26.69,91.83,0.0,9.07,1018.92
2021-05-28,Cairo,26.47,34.45,0.0,2.14,1011.0
2018-07-04,Cairo,30.55,40.59,3.51,19.28,1004.7
2018-01-24,Tokyo,-0.68,91.22,0.0,3.42,1035.04
2019-01-23,Toronto,0.87,82.27,1.3,3.97,1006.72
2021-10-18,Tokyo,14.08,73.03,0.0,10.34,1002.72
2021-06-04,Toronto,23.82,59.31,0.0,3.94,1008.67
2018-07-24,Singapore,28.82,85.76,21.41,12.25,1005.75
2020-05-10,London,13.83,69.74,0.0,4.33,1026.09
2020-07-22,Chicago,25.72,48.49,0.0,8.87,1017.78
2022-04-17,Singapore,27.03,78.37,15.98,1.26,998.34
2020-09-20,Tokyo,17.86,69.55,0.0,4.58,1011.57
2022-02-02,Toronto,-7.62,89.15,21.23,12.13,1013.22
2020-03-09,Singapore,27.59,86.05,0.05,4.61,1018.94
2019-08-11,Sydney,24.69,63.45,0.0,8.55,1015.19
2020-06-01,Toronto,18.06,60.39,0.0,7.46,1024.44
2019-04-05,London,13.71,64.53,0.0,0.5,1011.86
2020-06-22,Tokyo,30.07,55.76,0.0,4.58,1009.94
2020-12-18,Mumbai,23.45,90.41,0.0,1.97,1021.14
2021-05-13,London,13.11,68.21,0.68,8.75,1024.69
2019-10-28,Tokyo,17.86,58.22,0.0,2.45,1016.72
2021-08-12,Sydney,25.68,68.05,5.87,7.67,1019.44
2019-01-29,Paris,9.58,76.02,2.65,4.07,1006.31
2021-12-12,Mumbai,23.31,86.23,0.0,3.02,1005.76
2022-10-02,Singapore,25.75,87.54,0.0,3.02,1018.55
2021-03-07,Singapore,29.14,93.88,0.0,9.0,1003.73
2020-03-27,Tokyo,13.12,78.34,0.0,2.89,1006.91
2020-01-05,Toronto,-4.77,88.94,0.0,30.85,1014.61
2019-12-04,Tokyo,7.86,81.76,0.0,1.08,1023.92
2018-08-25,Tokyo,25.51,56.12,0.0,15.22,1025.71
2022-03-09,London,2.02,90.22,2.12,19.51,1021.08
2022-03-17,London,11.22,67.78,0.0,8.52,1019.1
2020-04-13,Singapore,27.04,79.59,57.9,2.59,1015.6
2020-05-20,Singapore,27.37,90.14,8.19,4.8,1006.74
2019-06-03,Mumbai,30.39,80.98,2.16,3.05,1002.86
2019-03-30,Toronto,1.36,83.66,0.0,3.45,1003.66
2021-10-14,Cairo,21.12,52.73,0.0,16.14,1024.89
2020-08-06,Cairo,27.56,35.36,0.0,6.29,1014.21
2022-11-25,Cairo,12.3,59.79,0.0,7.78,1014.81
2018-06-18,Singapore,28.64,73.66,0.0,14.29,1009.06
2018-04-24,Paris,10.48,67.15,0.0,5.46,1005.82
2019-01-27,New York,-2.78,83.25,0.06,2.26,1003.3
2018-05-22,New York,18.68,56.0,0.0,5.33,1027.52
2021-12-20,Chicago,-3.41,81.41,0.0,3.03,1000.45
2022-05-26,Cairo,24.2,48.75,0.0,6.24,1020.46
2020-01-13,New York,-5.0,82.1,0.0,9.95,1024.08
2020-03-01,Sydney,16.6,74.85,0.0,1.29,1016.94
2022-08-20,Sydney,25.56,66.86,0.0,2.19,998.2
2020-05-15,Chicago,19.66,58.18,0.0,2.96,1005.93
2019-05-29,London,22.29,66.71,0.0,15.72,999.16
2021-07-24,New York,34.19,47.17,0.0,3.92,1003.35
2019-08-23,Singapore,28.57,72.42,1.32,9.0,1015.85
2019-03-02,London,-0.97,88.3,0.0,1.77,1015.81
2018-10-19,Paris,11.18,79.31,22.25,21.76,1012.36
2020-01-10,Chicago,-5.55,91.07,0.0,4.48,1011.28
2018-07-18,New York,30.38,43.95,0.0,1.22,1020.31
2019-08-27,Chicago,22.23,56.92,0.0,5.64,1012.54
2021-03-14,Paris,5.81,85.11,0.0,7.76,1004.29
2021-12-01,London,3.41,83.46,0.0,21.61,1012.41
2021-06-14,Cairo,26.47,43.71,0.0,5.33,1013.74
2020-08-27,Tokyo,26.91,54.32,0.0,7.42,1019.24
2019-10-12,Toronto,8.87,66.41,0.0,3.21,1015.12
2020-01-14,Tokyo,-2.38,99.47,15.91,5.41,1013.09
2021-10-05,Toronto,15.08,57.75,0.0,7.45,1008.11
2021-01-04,Chicago,-2.55,93.36,0.0,4.11,1005.76
2019-08-26,Singapore,27.1,80.47,0.0,2.72,1011.31
2019-02-22,Sydney,10.54,80.26,0.0,1.34,1015.95
2021-12-07,Tokyo,6.57,86.73,0.0,8.19,997.57
2019-05-13,New York,21.46,61.45,0.0,6.21,1009.71
2020-11-10,London,9.74,78.5,0.0,1.52,1006.68
2018-06-06,Singapore,36.59,82.57,0.0,4.32,1010.46
2020-02-11,Chicago,-3.24,85.59,59.08,1.05,1010.15
2022-03-17,New York,6.32,73.89,0.0,15.34,1015.08
2021-04-14,New York,8.69,67.53,0.0,4.26,1009.86
2018-09-13,London,15.53,67.81,0.0,8.68,1008.6
2019-10-26,Singapore,26.48,85.73,9.55,3.66,1012.01
2019-04-09,Toronto,6.28,78.76,1.36,1.18,1029.73
2018-06-28,Paris,24.25,52.31,0.0,18.5,1011.41
2020-09-23,Mumbai,24.28,82.69,19.04,12.1,1012.57
2022-10-03,Paris,13.83,71.39,0.0,8.4,1011.7
2019-10-19,Singapore,30.6,78.19,0.0,11.54,1002.07
2018-09-15,New York,17.83,63.65,0.0,4.62,1019.56
2018-08-27,Tokyo,26.45,61.51,0.0,11.87,993.12
2021-10-06,Cairo,25.83,45.81,0.0,14.51,1015.5
